"filename","url","checksum_type","checksum","source_id","experiment_id","member_id","variable_id","table_id","grid_label"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_191001-192912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_191001-192912.nc","SHA256","0c1a811d2732ee5a3e5a38e03aeba6b9faa1f734aa73c87e3d9ae87d5e3bdb06","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_193001-194912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_193001-194912.nc","SHA256","42368d3e04c72999a4f28442bfe6017a31874033672430154a13434e5031f055","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_195001-196912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_195001-196912.nc","SHA256","8c93999ff3ee5f708cd12a980d16c6b99781b58efe7e56c8cc299dbcfff68a3f","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_197001-198912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_197001-198912.nc","SHA256","032a37c2ce8c28888eedf8ec4046d4e76993d4af322bf3460455917458ced075","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_199001-200912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_199001-200912.nc","SHA256","56af4a9aeb6612b754d1eace43cec896f9466038fda63f5417c9b606cf677164","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_201001-201412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_historical_r1i1p1f1_gn_201001-201412.nc","SHA256","30ed551257741974504deea9e45acb89ab504f09b787b077601627ed30721e38","MPI-ESM1-2-LR","historical","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_201501-203412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_201501-203412.nc","SHA256","2e9d58f0ccf7decb3a65c0311bb44d0fd7d1e7509e75c55334ff33365a529038","MPI-ESM1-2-LR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_203501-205412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_203501-205412.nc","SHA256","ce9ed6aa0b82994fa57a9095e54b5b6ca9eb5d2d2bdb75c828f35d721459cfd3","MPI-ESM1-2-LR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_205501-207412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_205501-207412.nc","SHA256","ed4bea4a62e4542c8c97d2690df0e2abbdfaa541ca12f94b7499e800ebb72cd6","MPI-ESM1-2-LR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_207501-209412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_207501-209412.nc","SHA256","84994274d3a746e4db77bda13df247a4d1ecedfc428e4d1cd95c8fbf55513bee","MPI-ESM1-2-LR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_209501-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp126_r1i1p1f1_gn_209501-210012.nc","SHA256","bcdd67afa06bec61f1abac98ae07e477d41c525385922a3a517223422e351dfd","MPI-ESM1-2-LR","ssp126","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_201501-203412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_201501-203412.nc","SHA256","2b0712c566cda29ca2ba2feabaa200cfda9a5df4fa9079e76c95a71763a556e8","MPI-ESM1-2-LR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_203501-205412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_203501-205412.nc","SHA256","6168f56b7c76b23aeedba920c0d13b7cfc8c276e972da620facc1b2506fe48b1","MPI-ESM1-2-LR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_205501-207412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_205501-207412.nc","SHA256","a083088c5ffae388cf117528c1b034f4769927cf4bf8df06302fde782f249bbd","MPI-ESM1-2-LR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_207501-209412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_207501-209412.nc","SHA256","ba79180ea69d27b56656e5599de1d201cef64a683ae3335b82f470b8a0c91e28","MPI-ESM1-2-LR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_209501-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp245_r1i1p1f1_gn_209501-210012.nc","SHA256","a0112ee9a7642883eda0ffec130751c0647a68c15a61d47eeb24285127631b63","MPI-ESM1-2-LR","ssp245","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_201501-203412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_201501-203412.nc","SHA256","c00bdf51e5025dfafc9377fdf6ab0f74b27eb9954acf674ec50a07ac0d30c422","MPI-ESM1-2-LR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_203501-205412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_203501-205412.nc","SHA256","9ed126a7bb9e1e5c4325973a9edcde2e0ad17fefadac07baf46da8731c687b94","MPI-ESM1-2-LR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_205501-207412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_205501-207412.nc","SHA256","9f1972ab00f989aa333bc974ba0089cd47ad5b6244d183c5fe5b08b9b47e69ec","MPI-ESM1-2-LR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_207501-209412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_207501-209412.nc","SHA256","ddc65605107117efaeac641dca7242fdbb65f5d4f86616d6c355ffa13c9476c7","MPI-ESM1-2-LR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_209501-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r1i1p1f1/SImon/siconc/gn/v20190710/siconc_SImon_MPI-ESM1-2-LR_ssp585_r1i1p1f1_gn_209501-210012.nc","SHA256","2d7084a2af3ad8253742374f71dcc4821b440f3fd70aa1c0942084be3d7f46bd","MPI-ESM1-2-LR","ssp585","r1i1p1f1","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_historical_r1i1p1f2_gn_185001-194912.nc","https://esgf.ceda.ac.uk/thredds/fileServer/esg_cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r1i1p1f2/SImon/siconc/gn/v20200309/siconc_SImon_UKESM1-0-LL_historical_r1i1p1f2_gn_185001-194912.nc","SHA256","d1015c8afc9f7039380efc6bc8988e8eb885b8251fad637a8460351c2c5ef533","UKESM1-0-LL","historical","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_historical_r1i1p1f2_gn_195001-201412.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r1i1p1f2/SImon/siconc/gn/v20200309/siconc_SImon_UKESM1-0-LL_historical_r1i1p1f2_gn_195001-201412.nc","SHA256","0cf82854bec35f123b13ef0ae2c57d363fdaff954bfb68990a0faa961b351879","UKESM1-0-LL","historical","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_ssp126_r1i1p1f2_gn_201501-204912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r1i1p1f2/SImon/siconc/gn/v20200729/siconc_SImon_UKESM1-0-LL_ssp126_r1i1p1f2_gn_201501-204912.nc","SHA256","20f81db166b804564159c4907a7dd009fad250e58124d6cb31765bc4b0e65ebd","UKESM1-0-LL","ssp126","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_ssp126_r1i1p1f2_gn_205001-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r1i1p1f2/SImon/siconc/gn/v20200729/siconc_SImon_UKESM1-0-LL_ssp126_r1i1p1f2_gn_205001-210012.nc","SHA256","00ae625b3bdd0312b3ea3964cb2c3a4c689ff110a982a1110334517fd80ed993","UKESM1-0-LL","ssp126","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_ssp245_r1i1p1f2_gn_201501-204912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r1i1p1f2/SImon/siconc/gn/v20200415/siconc_SImon_UKESM1-0-LL_ssp245_r1i1p1f2_gn_201501-204912.nc","SHA256","7a77bdca6b38cc80bd7687c8e29a622274e99ba80d7479025b0b50bdbaa21075","UKESM1-0-LL","ssp245","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_ssp245_r1i1p1f2_gn_205001-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r1i1p1f2/SImon/siconc/gn/v20200415/siconc_SImon_UKESM1-0-LL_ssp245_r1i1p1f2_gn_205001-210012.nc","SHA256","59398c736f43382bf267d76083c2c398fc44f89be99f075a0375a872996d22aa","UKESM1-0-LL","ssp245","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_ssp585_r1i1p1f2_gn_201501-204912.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r1i1p1f2/SImon/siconc/gn/v20200415/siconc_SImon_UKESM1-0-LL_ssp585_r1i1p1f2_gn_201501-204912.nc","SHA256","610ba044f457f8d3627e02aaf0a8b0bfb9cbafd351e2a8289f6348587d53fc01","UKESM1-0-LL","ssp585","r1i1p1f2","siconc","SImon","gn"
"siconc_SImon_UKESM1-0-LL_ssp585_r1i1p1f2_gn_205001-210012.nc","https://esgf.nci.org.au/thredds/fileServer/esgcet/replica/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r1i1p1f2/SImon/siconc/gn/v20200415/siconc_SImon_UKESM1-0-LL_ssp585_r1i1p1f2_gn_205001-210012.nc","SHA256","7a7a50383adacb798f415b423bfd502e891d95f09d8e64975818bc2332c8ce67","UKESM1-0-LL","ssp585","r1i1p1f2","siconc","SImon","gn"
